,No_of_Reviews,Company_Industry,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries
4689,305.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4690,610.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
4691,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4692,20.0,"Media, News and Publishing",1,0,0,0,0,0,0,0,0,0,0,1
4693,43.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
4694,8.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
4695,17.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0
4696,1238.0,Banks and Financial Services,0,0,0,0,1,0,0,0,1,0,0,0
4697,13.0,,0,0,0,0,0,0,0,0,0,0,0,0
4698,265.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0
4699,1733.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4700,46.0,Aerospace and Defense,0,0,0,0,0,1,0,0,0,0,0,1
4701,6074.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
4702,6074.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
4703,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4704,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4705,1930.0,Industrial ManufacturingConsumer Goods and Services,1,0,0,0,0,0,0,0,0,0,0,1
4706,6074.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
4707,6074.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
4708,6791.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
4709,845.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4710,2.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
4711,1222.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
4712,6791.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4713,6074.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4714,30.0,Telecommunications,0,0,0,0,0,0,0,0,0,0,0,1
4715,161.0,Transport and Freight,0,1,0,0,0,0,0,0,0,0,0,1
4716,14988.0,,0,0,0,0,0,0,0,0,0,0,0,0
4717,5671.0,Insurance,0,0,0,0,1,0,0,0,0,0,1,0
4718,1086.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
4719,6074.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4720,522.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
4721,248.0,Energy and Utilities,0,0,0,0,0,1,0,0,0,0,0,1
4722,5199.0,Telecommunications,0,0,0,0,0,0,0,0,0,0,0,1
4723,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4724,1222.0,Health Care,0,1,0,0,0,0,0,0,0,1,0,0
4725,737.0,Health Care,0,0,1,0,0,0,0,0,0,1,0,0
4726,2621.0,Construction,0,0,0,0,1,0,0,0,0,0,0,1
4727,3656.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
4728,78.0,Government,0,0,0,0,0,1,0,0,0,0,0,1
4729,2388.0,Food and Beverages,0,0,0,0,0,1,0,0,0,0,0,1
4730,14988.0,,0,0,0,1,0,0,0,0,0,0,0,0
4731,14988.0,,0,0,0,0,0,0,0,0,0,0,0,0
4732,549.0,Computers and Electronics,0,0,0,0,0,1,0,0,0,0,0,1
4733,5671.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4734,2.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1
4735,1948.0,Banks and Financial Services,1,0,0,0,0,0,0,0,1,0,0,0
4736,14988.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
4737,75.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
4738,6415.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
4739,6415.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
4740,6791.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4741,1302.0,Pharmaceuticals,0,0,0,0,0,1,0,0,0,0,0,1
4742,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4743,3656.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4744,5042.0,Auto,0,0,0,0,1,0,0,0,0,0,0,1
4745,9415.0,Retail,0,0,0,0,0,0,0,0,0,0,0,1
4746,14988.0,,0,0,0,0,0,0,0,0,0,0,0,0
4747,6074.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
4748,6074.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
4749,54.0,,0,0,0,0,0,1,0,0,0,0,0,0
4750,14988.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0
4751,95.0,Organization,0,1,0,0,0,0,0,0,0,0,0,1
4752,6074.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
4753,6074.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
4754,248.0,Energy and Utilities,0,0,0,0,0,1,0,0,0,0,0,1
4755,2837.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
4756,9415.0,Retail,0,0,0,0,0,0,0,0,0,0,0,1
4757,4776.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4758,1086.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
4759,417.0,Consumer Goods and Services,0,0,0,0,0,1,0,0,0,0,0,1
4760,293.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
4761,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4762,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4763,6791.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4764,52.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4765,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4766,4479.0,"Media, News and Publishing",0,0,0,0,0,1,0,0,0,0,0,1
4767,14988.0,,0,0,0,0,0,0,0,0,0,0,0,0
4768,6.0,,0,0,0,0,0,1,0,0,0,0,0,0
4769,1187.0,Telecommunications,0,0,0,0,0,1,0,0,0,0,0,1
4770,1187.0,Telecommunications,0,0,0,0,0,1,0,0,0,0,0,1
4771,621.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4772,551.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
4773,4776.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
4774,52.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4775,7198.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
4776,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4777,2081.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4778,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4779,4776.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
4780,457.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
4781,4776.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4782,11.0,,0,0,0,0,0,0,0,0,0,0,0,0
4783,4776.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
4784,1442.0,Transport and Freight,0,0,0,0,0,1,0,0,0,0,0,1
4785,2081.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4786,5671.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4787,495.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
4788,656.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4789,52.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
4790,143.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
4791,75.0,,0,0,0,0,0,0,0,0,0,0,0,0
4792,293.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
4793,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4794,2.0,,0,0,0,0,1,0,0,0,0,0,0,0
4795,35.0,,0,0,0,0,0,1,0,0,0,0,0,0
4796,7.0,,0,0,0,0,0,0,0,0,0,0,0,0
4797,4637.0,Retail,0,0,0,0,0,1,0,0,0,0,0,1
4798,1913.0,,0,0,0,0,0,1,0,0,0,0,0,0
4799,4776.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0
4800,1208.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4801,286.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
4802,621.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4803,110.0,,1,0,0,0,0,0,0,0,0,0,0,0
4804,2712.0,Transport and Freight,0,0,0,0,0,1,0,0,0,0,0,1
4805,778.0,,0,0,0,0,1,0,0,0,0,0,0,0
4806,1674.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
4807,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4808,110.0,,1,0,0,0,0,0,0,0,0,0,0,0
4809,26.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4810,4776.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4811,1275.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
4812,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4813,80.0,Internet and Software,0,0,0,1,0,0,0,1,0,0,0,0
4814,381.0,,0,0,0,0,0,1,0,0,0,0,0,0
4815,1733.0,Consulting and Business Services,0,0,0,1,0,0,1,0,0,0,0,0
4816,15.0,Pharmaceuticals,0,0,0,0,0,1,0,0,0,0,0,1
4817,240.0,Banks and Financial Services,0,1,0,0,0,0,0,0,1,0,0,0
4818,240.0,Banks and Financial Services,0,1,0,0,0,0,0,0,1,0,0,0
4819,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4820,5671.0,Insurance,1,0,0,0,0,0,0,0,0,0,1,0
4821,23477.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
4822,4776.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4823,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4824,8.0,,0,0,0,0,0,0,0,0,0,0,0,0
4825,67.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4826,948.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4827,4966.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
4828,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4829,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4830,24.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4831,4.0,,0,0,1,0,0,0,0,0,0,0,0,0
4832,198.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4833,1733.0,Consulting and Business Services,0,0,0,1,0,0,1,0,0,0,0,0
4834,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4835,158.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4836,4966.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
4837,73.0,Internet and Software,1,0,0,0,0,0,0,1,0,0,0,0
4838,601.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4839,48.0,"Media, News and Publishing",0,0,0,0,0,1,0,0,0,0,0,1
4840,650.0,Pharmaceuticals,1,0,0,0,0,0,0,0,0,0,0,1
4841,1086.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
4842,14988.0,,0,0,0,0,0,1,0,0,0,0,0,0
4843,198.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4844,8.0,,0,0,0,0,0,1,0,0,0,0,0,0
4845,52.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4846,1179.0,"Restaurants, Travel and Leisure",0,0,0,0,0,1,0,0,0,0,0,1
4847,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4848,4776.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4849,6791.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4850,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4851,14.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
4852,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4853,937.0,Banks and Financial Services,0,0,0,1,0,0,0,0,1,0,0,0
4854,198.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4855,5671.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4856,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4857,3656.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4858,662.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4859,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4860,4685.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
4861,1733.0,Consulting and Business Services,0,0,0,1,0,0,1,0,0,0,0,0
4862,1733.0,Consulting and Business Services,0,0,0,1,0,0,1,0,0,0,0,0
4863,6791.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4864,6791.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4865,3094.0,Telecommunications,0,0,0,0,0,1,0,0,0,0,0,1
4866,1888.0,Real Estate,0,1,0,0,0,0,0,0,0,0,0,1
4867,1208.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4868,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4869,4966.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
4870,3094.0,Telecommunications,0,0,0,0,0,1,0,0,0,0,0,1
4871,5671.0,Insurance,1,0,0,0,0,0,0,0,0,0,1,0
4872,31.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1
4873,6.0,,0,1,0,0,0,0,0,0,0,0,0,0
4874,1472.0,Health Care,1,0,0,0,0,0,0,0,0,1,0,0
4875,8.0,,1,0,0,0,0,0,0,0,0,0,0,0
4876,4685.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
4877,444.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1
4878,5671.0,Insurance,1,0,0,0,0,0,0,0,0,0,1,0
4879,511.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
4880,4685.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
4881,5671.0,Insurance,0,0,0,0,1,0,0,0,0,0,1,0
4882,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4883,2175.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
4884,387.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
4885,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4886,0.0,Industrial Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1
4887,7163.0,Retail,0,0,0,0,0,0,0,0,0,0,0,1
4888,4.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
4889,421.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4890,484.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4891,26.0,,0,0,0,0,0,1,0,0,0,0,0,0
4892,11.0,,0,0,0,0,0,0,0,0,0,0,0,0
4893,64.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4894,44.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
4895,11.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4896,34.0,,0,0,0,0,0,0,0,0,0,0,0,0
4897,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4898,10492.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4899,64.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4900,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4901,5180.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
4902,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4903,387.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4904,0.0,Retail,0,0,0,0,0,0,0,0,0,0,0,1
4905,68.0,,0,0,0,0,0,0,0,0,0,0,0,0
4906,6791.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4907,387.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4908,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4909,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4910,387.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4911,17.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4912,260.0,Energy and Utilities,0,0,0,0,0,0,0,0,0,0,0,1
4913,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4914,22.0,Computers and Electronics,0,0,0,0,0,0,0,0,0,0,0,1
4915,4.0,Internet and Software,0,0,0,0,1,0,0,1,0,0,0,0
4916,3445.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4917,181.0,Computers and Electronics,0,0,0,0,0,0,0,0,0,0,0,1
4918,5417.0,Consumer Goods and Services,0,0,0,0,0,1,0,0,0,0,0,1
4919,6.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4920,6.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4921,36.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
4922,0.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
4923,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4924,5.0,,0,0,0,0,0,0,0,0,0,0,0,0
4925,110.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1
4926,51.0,,0,0,0,0,0,0,0,0,0,0,0,0
4927,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4928,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4929,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4930,23.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4931,642.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4932,3656.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
4933,132.0,,0,0,0,0,0,0,0,0,0,0,0,0
4934,25.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1
4935,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4936,6791.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4937,4252.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
4938,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4939,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4940,387.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0
4941,2.0,,0,0,0,0,0,0,0,0,0,0,0,0
4942,621.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
4943,6037.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4944,2642.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4945,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4946,5.0,,0,0,0,0,0,0,0,0,0,0,0,0
4947,6130.0,Computers and Electronics,0,0,0,0,0,0,0,0,0,0,0,1
4948,6130.0,Computers and Electronics,0,0,0,0,0,0,0,0,0,0,0,1
4949,7.0,"Media, News and Publishing",0,0,0,0,0,1,0,0,0,0,0,1
4950,9.0,Consulting and Business Services,0,0,0,1,0,0,1,0,0,0,0,0
4951,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4952,68.0,,0,0,0,0,0,0,0,0,0,0,0,0
4953,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4954,154.0,Consulting and Business Services,0,0,0,1,0,0,1,0,0,0,0,0
4955,411.0,,0,0,0,0,0,0,0,0,0,0,0,0
4956,754.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0
4957,30.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0
4958,4.0,,0,0,0,0,0,0,0,0,0,0,0,0
4959,33.0,Telecommunications,0,0,0,0,0,0,0,0,0,0,0,1
4960,29.0,Consulting and Business Services,0,0,0,0,1,0,1,0,0,0,0,0
4961,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4962,10.0,,0,0,0,0,0,0,0,0,0,0,0,0
4963,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4964,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4965,2.0,,1,0,0,0,0,0,0,0,0,0,0,0
4966,4.0,,0,0,0,0,0,1,0,0,0,0,0,0
4967,6037.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
4968,387.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4969,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4970,14988.0,,0,0,0,0,0,1,0,0,0,0,0,0
4971,2.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4972,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4973,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4974,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4975,4479.0,"Media, News and Publishing",0,0,0,0,0,1,0,0,0,0,0,1
4976,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4977,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4978,936.0,Energy and Utilities,0,0,0,0,1,0,0,0,0,0,0,1
4979,2.0,,0,0,0,0,0,0,0,0,0,0,0,0
4980,303.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0
4981,14988.0,,0,0,0,0,0,0,0,0,0,0,0,0
4982,1829.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
4983,28.0,,0,0,0,1,0,0,0,0,0,0,0,0
4984,4330.0,"Restaurants, Travel and Leisure",0,0,0,0,0,0,0,0,0,0,0,1
4985,15.0,,0,0,0,0,0,0,0,0,0,0,0,0
4986,45.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1
4987,1378.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
4988,389.0,Pharmaceuticals,0,0,0,0,0,0,0,0,0,0,0,1
4989,210.0,Health Care,0,1,0,0,0,0,0,0,0,1,0,0
4990,14988.0,,0,0,0,0,0,1,0,0,0,0,0,0
4991,29.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
4992,10.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4993,387.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
4994,5671.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
4995,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
4996,2.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1
4997,35.0,Food and Beverages,0,0,0,0,0,0,0,0,0,0,0,1
4998,6497.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
4999,988.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
5000,2.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
5001,21.0,,0,0,0,0,0,0,0,0,0,0,0,0
5002,6791.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
5003,14988.0,,0,0,0,0,0,0,0,0,0,0,0,0
5004,530.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1
5005,5671.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
5006,988.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
5007,14988.0,,0,0,0,0,0,1,0,0,0,0,0,0
5008,4252.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
5009,14988.0,,0,0,0,0,0,0,0,0,0,0,0,0
5010,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
5011,41.0,,0,0,0,0,0,0,0,0,0,0,0,0
5012,14988.0,,0,0,0,0,0,0,0,0,0,0,0,0
5013,5.0,Transport and Freight,0,0,0,0,0,0,0,0,0,0,0,1
5014,8.0,,1,0,0,0,0,0,0,0,0,0,0,0
5015,1208.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
5016,34.0,,0,0,0,0,0,1,0,0,0,0,0,0
5017,5671.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0
5018,33.0,Telecommunications,0,0,0,0,0,0,0,0,0,0,0,1
5019,14988.0,,0,0,0,0,0,0,0,0,0,0,0,0
5020,1166.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
5021,9.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0
5022,3.0,,0,0,0,0,0,0,0,0,0,0,0,0
5023,358.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
5024,15.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
5025,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
5026,14988.0,,1,0,0,0,0,0,0,0,0,0,0,0
5027,4.0,,0,0,0,0,0,0,0,0,0,0,0,0
5028,47.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1
5029,14.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
5030,14988.0,,0,0,0,0,0,1,0,0,0,0,0,0
5031,0.0,"Restaurants, Travel and Leisure",0,0,0,0,0,0,0,0,0,0,0,1
5032,52.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
5033,52.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
5034,937.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1
5035,124.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1
5036,3.0,,0,0,0,0,0,0,0,0,0,0,0,0
5037,5671.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0
5038,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
5039,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
5040,149.0,Computers and Electronics,0,0,0,0,0,1,0,0,0,0,0,1
5041,6574.0,Consumer Goods and Services,0,0,0,0,0,1,0,0,0,0,0,1
5042,20.0,Auto,0,0,0,0,0,0,0,0,0,0,0,1
5043,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
5044,717.0,Computers and Electronics,0,0,0,0,0,0,0,0,0,0,0,1
5045,14988.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
5046,14988.0,,0,0,0,1,0,0,0,0,0,0,0,0
5047,911.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0
5048,2.0,,0,0,1,0,0,0,0,0,0,0,0,0
5049,21159.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
5050,5.0,,0,0,0,0,0,0,0,0,0,0,0,0
5051,511.0,Internet and Software,0,0,0,0,1,0,0,1,0,0,0,0
5052,1378.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1
5053,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
5054,14988.0,,0,0,0,0,0,1,0,0,0,0,0,0
5055,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
5056,2.0,,0,0,0,0,0,0,0,0,0,0,0,0
5057,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
5058,6791.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0
5059,52.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0
5060,47.0,Auto,0,0,0,0,0,0,0,0,0,0,0,1
