Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Reviews,No_of_Stars,Location,Company_Revenue,Company_Employees,Company_Industry,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries
Data Scientist / Machine Learning Developer,100000-119999,data_scientist,"['Embedded Software', 'Machine Learning', 'C/C++', 'C#', 'Data Mining', 'Marketing', '.Net', 'Python', 'Signal Processing']",9,Battelle,291,4,OH,Missing,"10,000+",Consulting and Business Services,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Data Scientist,100000-119999,data_scientist,"['Big Data', 'Data Mining', 'Hadoop', 'R', 'SAS', 'Python', 'Microsoft Office']",7,"eHire, LLC",0,0,GA,Missing,missing,Not Listed,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Sr. Associate, NLP, Data Scientist",100000-119999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4776,4,NY,Missing,missing,Consulting and Business Services,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Supply Chain Data Scientist, Senior",100000-119999,data_scientist,"['AI', 'Machine Learning', 'Lean Manufacturing', 'Tableau', 'Splunk', 'Natural Language Processing', 'Angular', 'Docker', 'Six Sigma Certification', 'Python']",10,Booz Allen Hamilton,1733,4,DC,$5B to $10B (USD),"10,000+",Consulting and Business Services,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Senior Data Scientist - (R&D),100000-119999,data_scientist,"['Statistical Software', 'AI', 'Machine Learning', 'R', 'SAS', 'Natural Language Processing', 'SPSS', 'Business Analysis', 'Python']",9,Highmark Health,610,3,PA,Missing,missing,Health Care,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Research Scientist, Machine Learning and Intelligence",100000-119999,data_scientist,"['Natural Language Processing', 'AI', 'Data Mining', 'Machine Learning', 'Image Processing', 'C/C++', 'Python']",7,Google,2641,4,CA,More than $10B (USD),"10,000+",Internet and Software,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Research Scientist, Machine Learning and Intelligence",100000-119999,data_scientist,"['Natural Language Processing', 'AI', 'Data Mining', 'Machine Learning', 'Image Processing', 'C/C++', 'Python']",7,Google,2641,4,WA,More than $10B (USD),"10,000+",Internet and Software,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'R', 'SAS', 'Python', 'SQL']",5,1st Solution USA,0,0,NM,Missing,missing,Not Listed,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist,100000-119999,data_scientist,"['Hadoop', 'AWS']",2,Lorven Technologies,0,0,AZ,Missing,missing,Not Listed,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Senior Data Scientist - Product,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Project Management', 'R', 'Google Cloud Platform', 'Azure', 'SQL', 'Tableau', 'Python', 'Data Science', 'AWS']",11,Endurance International Group,123,4,MA,Missing,missing,Internet and Software,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist active TS/SCI with Polygraph,100000-119999,data_scientist,"['STATA', 'TS/SCI Clearance', 'SPSS', 'R', 'Excel']",5,Logistics Management Institute,44,4,VA,Missing,missing,Not Listed,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Scientist - Applied Machine Learning,100000-119999,data_scientist,,0,Facebook,0,0,WA,Missing,"10,000+",Internet and Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Associate Data Scientist, Premium Analytics",120000-139999,data_scientist,"['SPSS', 'Data Analysis', 'Hadoop', 'R', 'SAS', 'Python', 'SQL', 'Minitab']",8,Spotify,35,4,NY,Missing,"Less than 10,000",Internet and Software,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist University Grad,120000-139999,data_scientist,"['Java', 'JavaScript', 'Linux', 'Hadoop', 'Network', 'Python', 'C/C++', 'SQL']",8,ViaSat,182,4,CA,$1B to $5B (USD),"Less than 10,000",Telecommunications,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist University Grad,120000-139999,data_scientist,"['Linux', 'Machine Learning', 'R', 'Weka', 'Statisical Analysis', 'CI/CD', 'C/C++', 'Java', 'Software Development', 'MATLAB', 'Python']",11,ViaSat,182,4,CA,$1B to $5B (USD),"Less than 10,000",Telecommunications,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Data Scientist, Google Cloud, Revenue Acceleration",120000-139999,data_scientist,"['TensorFlow', 'Statistical Software', 'Machine Learning', 'Google Cloud Platform', 'R', 'SQL', 'MATLAB', 'Python']",8,Google,2641,4,CA,More than $10B (USD),"10,000+",Internet and Software,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ASSOCIATE DATA SCIENTIST,120000-139999,data_scientist,"['Spark', 'Machine Learning', 'NoSQL', 'Hadoop', 'REST', 'Scripting', 'R', 'Python', 'SQL']",9,Foot Locker,5503,4,NY,$5B to $10B (USD),"10,000+",Retail,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,120000-139999,data_scientist,"['Java', 'R', 'Scala', 'Perl', 'CI/CD', 'Oracle', 'Python', 'Clojure', 'C/C++']",9,Ace Technologies,16,4,CO,Missing,missing,Internet and Software,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Data Scientist University Grad,120000-139999,data_scientist,"['Linux', 'Machine Learning', 'R', 'Weka', 'Statisical Analysis', 'CI/CD', 'C/C++', 'Java', 'Software Development', 'MATLAB', 'Python']",11,ViaSat,182,4,MA,$1B to $5B (USD),"Less than 10,000",Telecommunications,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist - Quip,120000-139999,data_scientist,"['Business Intelligence', 'SQL']",2,Salesforce,417,4,CA,Missing,"10,000+",Internet and Software,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Image Data Scientist,120000-139999,data_scientist,"['MATLAB', 'Image Processing']",2,Merck,3144,4,NJ,More than $10B (USD),"10,000+",Health Care,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Data Scientist/Machine Learning Trainee,120000-139999,data_scientist,"['TensorFlow', 'Hive', 'Spark', 'Machine Learning', 'R', 'Python']",6,Norfolk Southern Corp,787,3,GA,More than $10B (USD),"10,000+",Transport and Freight,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Data Scientist,120000-139999,data_scientist,"['Pig', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'Perl', 'SQL', 'Big Data', 'Spark', 'Data Analysis', 'Python']",12,Oath Inc,33,4,CA,Missing,missing,Telecommunications,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist - Risk,120000-139999,data_scientist,"['Big Data', 'Hive', 'Data Mining', 'Machine Learning', 'Python', 'SQL']",6,Eventbrite,5,4,CA,Missing,"Less than 10,000",Internet and Software,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist II,120000-139999,data_scientist,"['R', 'SAS', 'Python', 'Microsoft Office']",4,GM Financial,514,4,TX,$1B to $5B (USD),"Less than 10,000",Auto,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,120000-139999,data_scientist,"['JavaScript', 'AI', 'Machine Learning', 'CSS', 'Python', 'HTML5']",6,Ace Technologies,16,4,GA,Missing,missing,Internet and Software,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'SQL', 'Tableau', 'Splunk', 'Java', 'Docker', 'MATLAB', 'Python']",9,Booz Allen Hamilton,1733,4,DC,$5B to $10B (USD),"10,000+",Consulting and Business Services,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Data Scientist 2,120000-139999,data_scientist,"['.Net', 'Java', 'C#', 'Data Warehouse', 'Scripting', 'Azure']",6,Beyondsoft Consulting,38,4,WA,Less than $1B (USD),"Less than 10,000",Consulting and Business Services,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Students Seeking Data Scientist Full Time Employment,120000-139999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Scala', 'R', 'C/C++', 'SQL', 'Java', 'NoSQL', 'Python', 'Data Science']",11,ExxonMobil,2234,4,TX,More than $10B (USD),"10,000+",Energy and Utilities,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Data Scientist, Junior",120000-139999,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'R', 'C/C++', 'Excel', 'Splunk', 'Big Data', 'STATA', 'Natural Language Processing', 'SPSS', 'MATLAB', 'Statistical Software', 'Data Mining', 'Scripting', 'Hadoop', 'SAS', 'HBase', 'Tableau', 'Microsoft Access']",20,Booz Allen Hamilton,1733,4,VA,$5B to $10B (USD),"10,000+",Consulting and Business Services,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Java', 'JavaScript', 'Statistical Software', 'Machine Learning', 'SPSS', 'Scala', 'R', 'MATLAB', 'SAS', 'Python']",10,Applause,21,4,MA,Missing,missing,Not Listed,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'Kafka', 'R', 'Scala', 'SQL', 'Predictive Analytics', 'Martech', 'Spark', 'Python', 'Data Science']",11,Bertelsmann,0,0,CO,$1B to $5B (USD),"10,000+",Consulting and Business Services,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Spark', 'Hadoop']",2,Arthur Lawrence,25,4,CA,Missing,missing,Human Resources and Staffing,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Machine Learning', 'Google Cloud Platform', 'R', 'Scala', 'MATLAB', 'Python']",7,Toptal,12,5,USA,Missing,missing,Human Resources and Staffing,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Data Scientist, Cash App",120000-139999,data_scientist,"['TensorFlow', 'Java', 'AI', 'MySQL', 'Machine Learning', 'Python', 'AWS', 'Tableau']",8,Square,64,4,CA,Missing,"Less than 10,000",Banks and Financial Services,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'SAS', 'CAD Software', 'C/C++', 'Big Data', 'Java', '.Net', 'MongoDB', 'Spark', 'C#', 'Python']",15,Trimble Inc.,142,4,CA,Less than $1B (USD),"Less than 10,000",Internet and Software,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist / ML Developer,120000-139999,data_scientist,"['Machine Learning', 'R', 'Oracle', 'SAS', 'Java', 'MATLAB']",6,Oracle,4361,4,CA,More than $10B (USD),"10,000+",Internet and Software,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mass Spectrometry Data Scientist,120000-139999,data_scientist,,0,Genedata,0,0,CA,Missing,missing,Not Listed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Scientist, Seller",120000-139999,data_scientist,"['Linux', 'Machine Learning', 'Git', 'Software Development', 'Mac OS', 'Python', 'SQL']",7,Square,64,4,CA,Missing,"Less than 10,000",Banks and Financial Services,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
New Graduate Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'R', 'Lean', 'SQL', 'Java', 'Big Data', 'Spark', 'Python', 'Signal Processing']",11,Xylem,276,4,CA,Missing,missing,Industrial Manufacturing,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sr. Data Scientist,120000-139999,data_scientist,"['Pig', 'TensorFlow', 'Hive', 'Machine Learning', 'R', 'Weka', 'SQL', 'PostgreSQL', 'MATLAB', 'Python', 'AWS']",11,Zumper,3,4,CA,Less than $1B (USD),"Less than 10,000",Real Estate,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Data Scientist, Junior",120000-139999,data_scientist,"['Machine Learning', 'Scripting', 'Hadoop', 'Tableau', 'Splunk', 'Big Data', 'Design Experience', 'Docker', 'Python']",9,Booz Allen Hamilton,1733,4,CA,$5B to $10B (USD),"10,000+",Consulting and Business Services,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scripting', 'SAP', 'SQL', 'Big Data', 'Natural Language Processing', 'S3', 'Spark', 'Shell Scripting', 'Python', 'Elasticsearch']",14,Directly,2,5,CA,Missing,"Less than 10,000",Internet and Software,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist - Innovation Lab,120000-139999,data_scientist,"['Data Mining', 'Spark', 'Machine Learning', 'Python', 'SQL']",5,Citi,14629,4,NY,More than $10B (USD),"10,000+",Banks and Financial Services,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Data Scientist,120000-139999,data_scientist,"['Hadoop', 'HTML5', 'Spark', 'LAMP Stack', 'NoSQL', 'REST', 'CSS']",7,Tradesy,2,4,CA,Missing,missing,Not Listed,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,120000-139999,data_scientist,"['InVision', 'Quantitative Analysis', 'Design Experience', 'R', 'Python', 'SQL']",6,InVision Studio,0,0,USA,Missing,missing,Not Listed,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Scripting', 'R', 'SAS', 'SQL', 'Big Data', 'Python', 'Data Science', 'AWS']",8,Time Warner,123,4,NY,More than $10B (USD),"10,000+","Media, News and Publishing",1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Data Scientist - Autonomous Buildings - Austin, TX",120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'Big Data', 'Spark', 'MATLAB', 'Python']",7,Siemens,6479,4,TX,Missing,"10,000+",Computers and Electronics,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Data Scientist, Global Premium Services",120000-139999,data_scientist,"['Big Data', 'TensorFlow', 'Machine Learning', 'Marketing', 'R', 'Python', 'SQL']",7,Google,2641,4,CA,More than $10B (USD),"10,000+",Internet and Software,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Senior Data Scientist, Sales",120000-139999,data_scientist,"['InVision', 'Design Experience', 'R', 'Python', 'SQL', 'Tableau']",6,InVision Studio,0,0,USA,Missing,missing,Not Listed,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Junior Data Scientist,120000-139999,data_scientist,"['Java', 'AI', 'Machine Learning']",3,Interactive Brokers,27,3,NY,$1B to $5B (USD),"Less than 10,000",Banks and Financial Services,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Data Analysis', 'R', 'SQL']",4,HealthGrades,60,3,CO,Missing,missing,Not Listed,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'Azure', 'Python', 'AWS']",5,Edison Energy,4,4,MA,Missing,missing,Not Listed,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Natural Language Processing', 'Python']",2,Recorded Future,0,0,MA,Missing,missing,Not Listed,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'TS/SCI Clearance', 'R', 'Statisical Analysis', 'Tableau', 'Splunk', 'Docker', 'MATLAB', 'Python']",9,Booz Allen Hamilton,1733,4,VA,$5B to $10B (USD),"10,000+",Consulting and Business Services,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'Azure', 'C/C++', 'Natural Language Processing', 'MySQL', 'Jenkins', 'Data Mining', 'Time Management', 'Hadoop', 'SAS', 'CI/CD', 'Teradata', 'Java', 'Angular', 'Spark', 'Docker', 'NoSQL', 'Python', 'AWS']",20,Staples,9416,4,MA,More than $10B (USD),"10,000+",Retail,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'Kafka', 'R', 'Scala', 'SQL', 'Predictive Analytics', 'Martech', 'Spark', 'Python', 'Data Science']",11,SpotX,7,4,CO,Missing,missing,Not Listed,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['AI', 'CI', 'Machine Learning']",3,University of California San Francisco,282,4,CA,Missing,missing,Education and Schools,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist (2400 NASA Parkway),120000-139999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'R', 'SAS', 'SQL', 'STATA', 'SPSS', 'Python', 'Data Science']",10,KBRWyle,183,4,TX,$1B to $5B (USD),"10,000+",Government,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,120000-139999,data_scientist,"['Data Mining', 'R', 'SAS', 'Python']",4,KMM Technologies,2,2,NC,Missing,missing,Not Listed,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Experimental Design', 'Hadoop', 'R', 'Image Processing', 'Natural Language Processing', 'Analysis Skills', 'Python']",10,Transamerica,621,4,CO,More than $10B (USD),"Less than 10,000",Insurance,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Data Scientist,120000-139999,data_scientist,"['Spark', 'Git', 'SSH', 'R', 'Python', 'SQL', 'SVN']",7,Snowflake Computing,3,4,CA,Missing,missing,Not Listed,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Experiences & Rentals,120000-139999,data_scientist,"['Natural Language Processing', 'Hive', 'Spark', 'Machine Learning', 'Image Processing', 'Python', 'SQL']",7,TripAdvisor,67,4,MA,Missing,"Less than 10,000",Internet and Software,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'SQL', 'Big Data', 'Spark', 'Data Warehouse', 'Python', 'Supply Chain Experience', 'AWS']",10,Pitney Bowes,2339,4,CT,$1B to $5B (USD),"10,000+",Consulting and Business Services,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Pig', 'AI', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SAS', 'SQL', 'HBase', 'Cassandra', 'Spark', 'NoSQL', 'Data Analysis', 'Python']",15,"HumanTouch, LLC",3,5,VA,Missing,missing,Not Listed,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'Hadoop', 'Scala', 'SQL', 'Spark', 'Python']",6,Vevo,0,0,CA,Missing,missing,Not Listed,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Image Processing', 'Python', 'SQL']",6,b.well,0,0,MD,Missing,missing,Not Listed,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'C/C++', 'Splunk', 'MATLAB', 'Quantitative Analysis', 'TS/SCI Clearance', 'Scripting', 'Microsoft Office', 'Tableau', 'Microsoft Access', 'Java', 'Docker', 'Python']",14,Booz Allen Hamilton,1733,4,MD,$5B to $10B (USD),"10,000+",Consulting and Business Services,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Research Data Scientist,120000-139999,data_scientist,"['Linux', 'Machine Learning', 'Software Development', 'MATLAB', 'R', 'Python', 'GIS']",7,ExxonMobil,2234,4,TX,More than $10B (USD),"10,000+",Energy and Utilities,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,120000-139999,data_scientist,"['Design Patterns', 'AI', 'Machine Learning', 'R', 'SQL', 'Confluence', 'Design Experience', 'Git', 'Python', 'Jira']",10,Mid-Atlantic Permanente Medical Group,4,3,MD,Missing,"Less than 10,000",Health Care,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Data Scientist - MediaMonitors,120000-139999,data_scientist,"['JavaScript', 'TensorFlow', 'Microsoft SQL Server', 'Machine Learning', 'R', 'Google Cloud Platform', 'Tableau', '.Net', 'C#', 'Python', 'Elasticsearch', 'AWS']",12,"iHeartMedia, Inc.",1087,4,TX,$5B to $10B (USD),"10,000+","Media, News and Publishing",1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'R', 'SAS', 'SQL', 'STATA', 'SPSS', 'Python']",9,Legends,137,4,TX,Missing,missing,Consulting and Business Services,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DATA SCIENTIST,120000-139999,data_scientist,"['Linux', 'AI', 'Machine Learning', 'Hadoop', 'R', 'Azure', 'SQL', 'Spark', 'Git', 'NoSQL', 'REST', 'Shell Scripting', 'Python', 'Data Science', 'AWS']",15,Foot Locker,5503,4,FL,$5B to $10B (USD),"10,000+",Retail,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Data Scientist,120000-139999,data_scientist,"['Performance Marketing', 'Data Mining', 'Machine Learning', 'R', 'SQL', 'Spark', 'Python']",7,MachineZone,2,3,CA,Missing,missing,Not Listed,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Scientist, Infrastructure Strategy, Intern",120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'Perl', 'C/C++', 'SQL', 'Java', 'Python', 'PHP']",9,Facebook,387,4,CA,Missing,"10,000+",Internet and Software,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Data Scientist, Markets Research",120000-139999,data_scientist,"['Java', 'Big Data', 'Spark', 'Hadoop', 'R', 'Scala', 'Python', 'SQL']",8,Spotify,35,4,NY,Missing,"Less than 10,000",Internet and Software,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'SQL', 'Big Data', 'Spark', 'Data Warehouse', 'Python', 'Supply Chain Experience', 'AWS']",10,Pitney Bowes,2339,4,CT,$1B to $5B (USD),"10,000+",Consulting and Business Services,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'SQL', 'Big Data', 'Spark', 'Data Warehouse', 'Python', 'Supply Chain Experience', 'AWS']",10,Pitney Bowes,2339,4,CT,$1B to $5B (USD),"10,000+",Consulting and Business Services,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'Python']",3,Numerdox,0,0,MA,Missing,missing,Not Listed,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Statistician,120000-139999,data_scientist,"['Machine Learning', 'Experimental Design']",2,American Family Insurance,982,4,WI,$5B to $10B (USD),"Less than 10,000",Insurance,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Data Scientist Others,120000-139999,data_scientist,"['Data Management', 'SPSS', 'R', 'SAS', 'Python']",5,citius tech,68,4,PA,Missing,missing,Not Listed,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
